ticket_id,device_brand,device_model,issue_category,intake_date,finish_date,repair_status,technician_name,parts_cost,labor_cost,payment_method,warranty_provided
229,LG,LG BL20 New Chocolate,Maintenance,2025-12-28,2026-01-08,Unrepairable,Opalina Jeannesson,0.0,643,,False
230,Celkon,Celkon C619,Software Issue,2025-08-10,,Diagnosing,Osbourne O'Connolly,0.0,1840,,False
231,Unnecto,Unnecto Drone XL,Environmental Damage,2026-02-09,2026-02-19,Ready for Pickup,Chrissy Rudsdell,5148.0,2095,Credit Card,False
232,Huawei,Huawei MediaPad T3 7.0,Environmental Damage,2026-04-10,,Diagnosing,Tedda Bewlie,14107.0,2423,,False
233,NIU,NIU Z10,Environmental Damage,2025-07-11,,Repairing,Tedda Bewlie,18378.0,2620,,True
234,Lava,Lava Iris Atom X,Troubleshooting,2025-05-10,,Repairing,Osbourne O'Connolly,,879,,True
235,verykool,verykool s401,Hardware Failure,2025-08-14,,Diagnosing,Tessa Lumbley,12680.0,2106,,True
236,Micromax,Micromax Dual 5,Hardware Failure,2025-07-28,,Waiting on Parts,Lorilyn Lofty,5404.0,2268,,True
237,Samsung,Samsung Galaxy A10e,Hardware Failure,2026-01-29,,Diagnosing,Tessa Lumbley,15280.0,1834,,False
238,vivo,vivo Y5s,Maintenance,2026-01-13,2026-01-27,Unrepairable,Randal O'Conor,0.0,791,,True
239,Archos,Archos 50 Helium 4G,Hardware Failure,2025-08-15,,Diagnosing,Abran Scrimshire,5621.0,2364,,True
240,Nokia,Nokia Asha 303,Hardware Failure,2026-03-08,,Waiting on Parts,Florance Cartmill,18401.0,2210,,True
241,Samsung,Samsung Galaxy Tab Pro 8.4 3G/LTE,Troubleshooting,2025-05-01,2025-05-10,Completed,Katha Buttner,2405.0,532,Credit Card,False
242,Samsung,Samsung I6210,Software Issue,2025-10-02,,Diagnosing,Dylan Cornwell,0.0,1947,,False
243,ZTE,ZTE Salute F350,Hardware Failure,2026-04-05,,Received,Florance Cartmill,,2922,,False
244,Siemens,Siemens A70,Environmental Damage,2025-09-28,2025-10-01,Ready for Pickup,Tessa Lumbley,,932,,False
245,i-mobile,i-mobile 320,Troubleshooting,2026-03-22,2026-03-31,Completed,Osbourne O'Connolly,5177.0,709,Maya,True
246,Celkon,Celkon A99+,Hardware Failure,2025-11-19,,Received,,10225.0,1188,,True
247,Motorola,Motorola MOTOKEY Mini EX109,Maintenance,2025-09-07,,Waiting on Parts,Osbourne O'Connolly,6877.0,2780,,True
248,Google,Google Pixel 2,Software Issue,2026-04-04,,Repairing,Juliana Cleminson,0.0,2983,,False
249,Cat,Cat B30,Software Issue,2025-05-16,,Waiting on Parts,Idalia Coomer,0.0,1649,,True
250,Archos,Archos Diamond,Software Issue,2025-09-09,2025-09-21,Ready for Pickup,Juliana Cleminson,0.0,1105,,False
251,LG,LG KG300,Troubleshooting,2026-03-11,,Waiting on Parts,Tessy Blei,3944.0,973,,True
252,QMobile,QMobile Noir A8i,Environmental Damage,2025-05-26,,Diagnosing,Osbourne O'Connolly,4712.0,1452,,True
253,LG,LG KM500,Troubleshooting,2026-04-28,2026-05-12,Completed,Tedda Bewlie,10087.0,1782,Maya,False
254,Huawei,Huawei P9,Troubleshooting,2025-12-11,2025-12-22,Unrepairable,Opalina Jeannesson,0.0,713,,False
255,Oppo,Oppo Neo 5s,Diagnostic,2026-04-05,,Repairing,Katha Buttner,1715.0,893,,False
256,verykool,verykool s351,Environmental Damage,2025-11-16,,Diagnosing,Lorilyn Lofty,18689.0,2106,,True
257,alcatel,alcatel Idol 2,Software Issue,2025-11-13,2025-11-17,Ready for Pickup,Katha Buttner,0.0,2839,GCash,True
258,vivo,vivo Y69,Maintenance,2025-05-17,,Repairing,Lorilyn Lofty,11733.0,581,,True
259,Eten,Eten glofiish X500+,Troubleshooting,2026-03-02,,Diagnosing,Idalia Coomer,10268.0,1472,,True
260,Samsung,Samsung Ch@t 322,Environmental Damage,2025-07-27,,Repairing,Tedda Bewlie,17550.0,879,,True
261,Kyocera,Kyocera TG 200,Hardware Failure,2025-11-18,2025-11-30,Unrepairable,Tessa Lumbley,0.0,593,,True
262,Samsung,Samsung Galaxy S6 edge+ (USA),Software Issue,2026-02-25,2026-03-03,Ready for Pickup,Florance Cartmill,0.0,2563,Debit Card,False
263,Celkon,Celkon A90,Hardware Failure,2025-07-23,,Received,,3929.0,1400,,False
264,Samsung,Samsung Focus,Environmental Damage,2025-06-06,,Repairing,Osbourne O'Connolly,5327.0,2877,,True
265,Allview,Allview P5 Quad,Maintenance,2025-07-17,2025-07-22,Completed,Abran Scrimshire,10125.0,1577,Debit Card,True
266,Sony,Sony Ericsson Hazel,Environmental Damage,2025-12-22,2025-12-26,Completed,Lorilyn Lofty,18416.0,1828,Maya,False
267,Allview,Allview V3 Viper,Diagnostic,2025-12-21,2025-12-22,Completed,Tedda Bewlie,2803.0,2334,Cash,False
268,HTC,HTC One XC,Environmental Damage,2025-06-10,,Received,,17984.0,2727,,False
269,Qtek,Qtek 9090,Environmental Damage,2025-08-23,2025-08-28,Ready for Pickup,Chrissy Rudsdell,3688.0,1891,Debit Card,True
270,Vodafone,Vodafone Tab Prime 6,Troubleshooting,2025-07-28,,Diagnosing,Idalia Coomer,5479.0,2190,,True
271,Samsung,Samsung Xcover 271,Environmental Damage,2026-02-17,,Received,,13780.0,2854,,True
272,Samsung,Samsung C5510,Hardware Failure,2025-05-20,2025-05-24,Completed,Dylan Cornwell,16214.0,2335,GCash,True
273,Panasonic,Panasonic Eluga Mark 2,Diagnostic,2026-02-28,2026-03-11,Unrepairable,Calhoun Taye,0.0,685,,True
274,Nokia,Nokia N900,Software Issue,2026-03-28,,Waiting on Parts,Chrissy Rudsdell,0.0,1270,,True
275,Honor,Honor 8 Pro,Troubleshooting,2025-11-03,,Diagnosing,Florance Cartmill,12319.0,2405,,True
276,Nokia,Nokia 3210,Diagnostic,2025-07-20,,Diagnosing,Tessy Blei,,1024,,True
277,Haier,Haier P7,Hardware Failure,2025-07-11,2025-07-25,Unrepairable,Lorilyn Lofty,0.0,491,,False
278,alcatel,alcatel OT-E805,Diagnostic,2025-10-29,2025-10-30,Ready for Pickup,Walsh Bartolomeotti,5254.0,2375,Cash,False
279,BenQ,BenQ T33,Environmental Damage,2026-02-01,,Diagnosing,Lorilyn Lofty,6023.0,1249,,True
280,HTC,HTC Desire 310,Hardware Failure,2025-12-15,,Diagnosing,Jessi Trinder,9226.0,579,,False
281,LG,LG K10 (2017),Hardware Failure,2025-05-25,,Repairing,Tedda Bewlie,5465.0,2867,,False
282,Pantech,Pantech Vega Racer 2 IM-A830L,Maintenance,2026-04-16,2026-04-20,Ready for Pickup,Chrissy Rudsdell,7815.0,1165,Cash,False
283,Tel.Me.,Tel.Me. T919i,Hardware Failure,2025-09-22,,Received,Katha Buttner,18267.0,1072,,False
284,Qtek,Qtek 8500,Diagnostic,2026-01-30,,Repairing,Osbourne O'Connolly,12274.0,2717,,True
285,Samsung,Samsung X540,Diagnostic,2025-06-29,,Waiting on Parts,Abran Scrimshire,9039.0,1026,,True
286,Samsung,Samsung Ch@t 322 Wi-Fi,Environmental Damage,2026-02-16,,Diagnosing,Abran Scrimshire,1780.0,1183,,False
287,LG,LG X3,Maintenance,2026-01-14,2026-01-23,Unrepairable,Roseanne Piddlesden,0.0,743,,False
288,i-mate,i-mate JAMA,Diagnostic,2025-07-19,,Waiting on Parts,Idalia Coomer,1059.0,976,,True
289,Vertu,Vertu Constellation Ayxta,Software Issue,2026-03-13,2026-03-14,Completed,Dylan Cornwell,0.0,2800,Debit Card,False
290,BlackBerry,BlackBerry DTEK60,Maintenance,2025-12-30,,Received,,17968.0,817,,True
291,HTC,HTC S710,Diagnostic,2025-07-09,,Diagnosing,Opalina Jeannesson,1546.0,2149,,True
292,Philips,Philips Xenium 9@9k,Troubleshooting,2026-04-16,,Diagnosing,Jessi Trinder,12264.0,2071,,False
293,Motorola,Motorola V186,Maintenance,2025-10-29,,Repairing,Abran Scrimshire,7398.0,2215,,False
294,Huawei,Huawei T552,Maintenance,2026-03-01,,Waiting on Parts,Idalia Coomer,13060.0,645,,False
295,BenQ-Siemens,BenQ-Siemens CL71,Troubleshooting,2025-06-23,,Waiting on Parts,Osbourne O'Connolly,3279.0,1952,,True
296,Samsung,Samsung Q100,Diagnostic,2025-11-07,2025-11-17,Ready for Pickup,Lorilyn Lofty,2012.0,2174,Credit Card,False
297,alcatel,alcatel One Touch T'Pop,Diagnostic,2026-02-01,,Repairing,Tessa Lumbley,12458.0,793,,True
298,Spice,Spice M-5600 FLO TV,Software Issue,2025-10-31,,Repairing,Lorilyn Lofty,0.0,1295,,False
299,Samsung,Samsung X520,Diagnostic,2025-11-12,,Received,Osbourne O'Connolly,5627.0,2251,,True
300,Samsung,Samsung Galaxy J7 (2017),Diagnostic,2025-06-04,,Received,,,1898,,False
301,Nokia,Nokia 222 Dual SIM,Maintenance,2025-11-20,,Waiting on Parts,Rollin Wherry,15381.0,2138,,False
302,Realme,Realme X2 Pro,Hardware Failure,2025-06-02,,Repairing,Osbourne O'Connolly,7464.0,2879,,True
303,Xiaomi,Xiaomi Redmi K30S,Maintenance,2026-03-01,2026-03-15,Unrepairable,Florance Cartmill,0.0,576,,False
304,Panasonic,Panasonic G70,Maintenance,2026-03-12,,Waiting on Parts,Idalia Coomer,6165.0,2570,,True
305,O2,O2 XDA Terra,Software Issue,2026-03-05,2026-03-11,Ready for Pickup,Juliana Cleminson,0.0,1055,Cash,True
306,Unnecto,Unnecto Bolt,Hardware Failure,2025-10-17,,Diagnosing,Walsh Bartolomeotti,14835.0,564,,True
307,Sony,Sony Ericsson Live with Walkman,Hardware Failure,2026-01-31,,Waiting on Parts,Tessy Blei,15065.0,1042,,False
308,Nokia,Nokia E60,Maintenance,2025-08-31,2025-09-13,Completed,Rollin Wherry,14682.0,2748,,True
309,Nokia,Nokia 6301,Troubleshooting,2025-11-20,2025-11-30,Completed,Tessy Blei,14507.0,2709,Credit Card,True
310,alcatel,alcatel OT-S320,Maintenance,2026-04-21,,Repairing,Abran Scrimshire,18646.0,1797,,True
311,Gigabyte,Gigabyte g-re (o),Software Issue,2025-07-01,,Diagnosing,Florance Cartmill,0.0,1598,,True
312,Sewon,Sewon SRS-3300,Maintenance,2025-09-20,,Diagnosing,Lorilyn Lofty,3479.0,1152,,False
313,BQ,BQ Aquaris U2 Lite,Software Issue,2025-08-22,,Diagnosing,Opalina Jeannesson,0.0,2009,,True
314,Wiko,Wiko Tommy,Software Issue,2025-05-03,,Received,Randal O'Conor,0.0,788,,True
315,Motorola,Motorola C230,Hardware Failure,2025-05-16,,Repairing,Tedda Bewlie,15246.0,2234,,True
316,Samsung,Samsung Galaxy J3 (2017),Software Issue,2025-06-29,,Diagnosing,Selene Clace,0.0,1373,,True
317,Allview,Allview P6 Pro,Software Issue,2025-05-26,,Waiting on Parts,Rollin Wherry,0.0,559,,True
318,Nokia,Nokia 301,Maintenance,2025-08-11,,Repairing,Osbourne O'Connolly,222.0,1022,,True
319,OnePlus,OnePlus One,Hardware Failure,2025-10-26,2025-11-08,Completed,Juliana Cleminson,11610.0,1440,Debit Card,False
320,QMobile,QMobile Noir X35,Diagnostic,2026-03-20,,Diagnosing,Calhoun Taye,14611.0,505,,False
321,QMobile,QMobile Linq X70,Software Issue,2026-03-17,,Waiting on Parts,Selene Clace,0.0,2421,,True
322,Yezz,Yezz Andy 4E LTE,Troubleshooting,2026-01-11,,Waiting on Parts,Katha Buttner,7753.0,2354,,False
323,Gionee,Gionee Elife E7 Mini,Hardware Failure,2025-05-05,,Diagnosing,Calhoun Taye,,1363,,True
324,Oppo,Oppo A5s (AX5s),Diagnostic,2026-03-08,,Received,,10842.0,1898,,False
325,vivo,vivo V17 Pro,Software Issue,2025-07-20,,Waiting on Parts,Lorilyn Lofty,0.0,1093,,True
326,Wiko,Wiko Birdy,Environmental Damage,2025-07-13,2025-07-23,Completed,Florance Cartmill,18664.0,529,Debit Card,False
327,Infinix,Infinix Zero 4,Troubleshooting,2025-07-24,,Diagnosing,Idalia Coomer,6815.0,1854,,False
328,Gigabyte,Gigabyte Snoopy,Maintenance,2025-10-05,,Diagnosing,Tedda Bewlie,11426.0,2517,,True
329,Huawei,Huawei MediaPad M6 10.8,Hardware Failure,2026-04-14,2026-04-20,Ready for Pickup,Idalia Coomer,,1964,Maya,True
330,Realme,Realme X,Diagnostic,2025-05-02,2025-05-07,Ready for Pickup,Roseanne Piddlesden,13529.0,2354,Credit Card,False
331,Plum,Plum Might Plus II,Troubleshooting,2026-04-28,,Repairing,Chrissy Rudsdell,11987.0,863,,True
332,QMobile,QMobile Noir Z14,Maintenance,2025-06-02,2025-06-11,Completed,Walsh Bartolomeotti,7745.0,2038,GCash,False
333,Motorola,Motorola Moto X5,Environmental Damage,2025-05-22,2025-05-27,Completed,Tessy Blei,8051.0,2397,Debit Card,False
334,OnePlus,OnePlus 5,Environmental Damage,2025-05-08,,Received,Tessy Blei,16746.0,727,,False
335,QMobile,QMobile Noir A15 3D,Troubleshooting,2025-07-24,2025-07-25,Unrepairable,Chrissy Rudsdell,0.0,460,,True
336,Casio,Casio G'zOne CA-201L,Maintenance,2025-06-17,,Waiting on Parts,Abran Scrimshire,10707.0,972,,True
337,Celkon,Celkon C357,Software Issue,2025-10-01,,Repairing,Tessa Lumbley,0.0,2530,,False
338,vivo,vivo X9s Plus,Diagnostic,2025-07-16,,Received,,13284.0,1289,,False
339,Realme,Realme 2 Pro,Troubleshooting,2025-10-02,2025-10-16,Completed,Dylan Cornwell,10742.0,2334,Credit Card,False
340,Wiko,Wiko U Feel Lite,Troubleshooting,2025-05-28,2025-06-02,Unrepairable,Walsh Bartolomeotti,0.0,759,,False
341,Motorola,Motorola Moto G (2nd gen),Troubleshooting,2025-10-08,2025-10-13,Unrepairable,Randal O'Conor,0.0,613,,False
342,Motorola,Motorola Moto G5S,Hardware Failure,2025-10-04,2025-10-16,Unrepairable,Jessi Trinder,0.0,321,,False
343,Gionee,Gionee Ctrl V5,Software Issue,2025-06-16,,Repairing,Lorilyn Lofty,0.0,893,,False
344,Haier,Haier Z7100,Troubleshooting,2025-09-07,,Repairing,Florance Cartmill,19377.0,2931,,True
345,LG,LG L80 Dual,Maintenance,2025-07-06,,Diagnosing,Roseanne Piddlesden,14310.0,2332,,False
346,ZTE,ZTE Grand X Max+,Environmental Damage,2025-06-21,2025-06-23,Ready for Pickup,Roseanne Piddlesden,12487.0,2176,Cash,True
347,Pantech,Pantech PG-1900,Environmental Damage,2025-05-17,,Diagnosing,Jessi Trinder,16482.0,605,,True
348,Acer,Acer Liquid Zest Plus,Diagnostic,2026-01-02,2026-01-15,Unrepairable,Selene Clace,0.0,552,,True
349,Xiaomi,Xiaomi Mi 6c,Environmental Damage,2026-01-13,,Waiting on Parts,Katha Buttner,1273.0,1386,,True
350,Nokia,Nokia Asha 230,Diagnostic,2025-05-29,2025-06-09,Ready for Pickup,Dylan Cornwell,365.0,1417,Cash,True
351,Sagem,Sagem my900C,Troubleshooting,2026-01-20,,Waiting on Parts,Calhoun Taye,,1886,,False
352,Vodafone,Vodafone 840,Troubleshooting,2025-11-22,,Repairing,Tessa Lumbley,4489.0,1721,,False
353,LG,LG L65 Dual D285,Diagnostic,2025-11-10,2025-11-21,Ready for Pickup,Walsh Bartolomeotti,6356.0,2601,Cash,False
354,Samsung,Samsung i200,Maintenance,2025-09-09,,Diagnosing,Osbourne O'Connolly,8351.0,2538,,False
355,QMobile,QMobile Noir M300,Software Issue,2025-06-11,,Received,Florance Cartmill,0.0,1887,,True
356,vivo,vivo Y12,Diagnostic,2025-05-06,,Waiting on Parts,Tessa Lumbley,19530.0,1524,,True
357,LG,LG L40 D160,Diagnostic,2026-01-02,2026-01-08,Completed,Tedda Bewlie,19577.0,1067,GCash,False
358,Nokia,Nokia 103,Troubleshooting,2025-07-10,2025-07-24,Unrepairable,Calhoun Taye,0.0,535,,True
359,Motorola,Motorola V60i,Troubleshooting,2025-07-12,,Diagnosing,Juliana Cleminson,,1754,,False
360,T-Mobile,T-Mobile myTouch,Software Issue,2026-02-11,2026-02-21,Ready for Pickup,Rollin Wherry,0.0,1340,Maya,False
361,Realme,Realme Q2i,Environmental Damage,2025-08-23,2025-08-25,Unrepairable,Chrissy Rudsdell,0.0,644,,False
362,Nokia,Nokia N92,Software Issue,2026-01-04,,Diagnosing,Abran Scrimshire,0.0,1263,,False
363,Samsung,Samsung Galaxy S II LTE i727R,Maintenance,2025-06-07,2025-06-15,Completed,Chrissy Rudsdell,19126.0,1602,Cash,True
364,Emporia,Emporia Solid Plus,Software Issue,2025-08-01,,Diagnosing,Jessi Trinder,0.0,1429,,False
365,Samsung,Samsung E105,Environmental Damage,2025-11-06,,Waiting on Parts,Opalina Jeannesson,10212.0,2118,,True
366,Sony,Sony Ericsson Xperia Neo,Software Issue,2025-12-22,,Received,,0.0,2637,,True
367,Motorola,Motorola d520,Software Issue,2025-06-29,,Diagnosing,Lorilyn Lofty,0.0,2935,,True
368,Wiko,Wiko Lenny2,Hardware Failure,2025-08-08,2025-08-11,Completed,Lorilyn Lofty,1060.0,1430,Debit Card,True
369,Palm,Palm Pre 2 CDMA,Environmental Damage,2025-06-25,2025-07-08,Unrepairable,Walsh Bartolomeotti,0.0,348,,True
370,Nokia,Nokia 800 Tough,Troubleshooting,2026-04-15,2026-04-19,Unrepairable,Tessy Blei,0.0,774,,False
371,Lava,Lava Iris 250,Hardware Failure,2025-05-20,2025-06-02,Ready for Pickup,Tedda Bewlie,19198.0,1334,PayPal,False
372,Celkon,Celkon A63,Hardware Failure,2025-11-14,,Repairing,Florance Cartmill,17502.0,2220,,True
373,Nokia,Nokia 108 Dual SIM,Diagnostic,2026-01-13,,Repairing,Calhoun Taye,3381.0,1119,,True
374,Samsung,Samsung M8920,Hardware Failure,2025-12-24,,Repairing,Lorilyn Lofty,11052.0,2029,,False
375,i-mobile,i-mobile TV 536,Maintenance,2025-07-05,,Repairing,Tedda Bewlie,8721.0,2008,,True
376,Lenovo,Lenovo S650,Troubleshooting,2025-12-01,,Waiting on Parts,Selene Clace,10238.0,2755,,True
377,vivo,vivo iQOO 5 5G,Software Issue,2026-01-10,2026-01-14,Ready for Pickup,Jessi Trinder,0.0,2483,,False
378,Gionee,Gionee S12 Lite,Environmental Damage,2025-07-08,,Repairing,Osbourne O'Connolly,1728.0,1935,,False
379,alcatel,alcatel OT-C701,Hardware Failure,2025-08-01,2025-08-12,Ready for Pickup,Roseanne Piddlesden,,2023,PayPal,True
380,Motorola,Motorola PEBL VU20,Environmental Damage,2025-06-17,,Diagnosing,Tedda Bewlie,12752.0,535,,True
381,Microsoft,Microsoft Lumia 950 XL Dual SIM,Software Issue,2026-03-16,2026-03-26,Completed,Chrissy Rudsdell,0.0,2048,PayPal,True
382,Samsung,Samsung E1272,Software Issue,2025-11-17,,Diagnosing,Jessi Trinder,0.0,893,,True
383,alcatel,alcatel One Touch Idol Ultra,Hardware Failure,2025-12-06,,Repairing,Idalia Coomer,16268.0,1683,,False
384,alcatel,alcatel OT-668,Hardware Failure,2026-04-19,,Waiting on Parts,Jessi Trinder,16924.0,2735,,False
385,Philips,Philips S880,Environmental Damage,2025-08-09,,Waiting on Parts,Walsh Bartolomeotti,13735.0,2527,,True
386,Lenovo,Lenovo S580,Troubleshooting,2025-11-08,2025-11-10,Completed,Abran Scrimshire,19576.0,930,,True
387,Nokia,Nokia 6800,Software Issue,2026-02-20,,Waiting on Parts,Idalia Coomer,0.0,1040,,True
388,Samsung,Samsung Rex 90 S5292,Environmental Damage,2025-12-26,,Waiting on Parts,Tessa Lumbley,,825,,False
389,LG,LG G7070,Software Issue,2025-06-03,,Received,,0.0,2183,,False
390,LG,LG X style,Diagnostic,2025-07-24,,Waiting on Parts,Roseanne Piddlesden,14362.0,2207,,False
391,Asus,Asus Zenfone 4 A450CG (2014),Troubleshooting,2025-08-13,2025-08-22,Unrepairable,Tedda Bewlie,0.0,358,,False
392,Wiko,Wiko Tommy2 Plus,Environmental Damage,2026-04-26,2026-05-10,Completed,Tedda Bewlie,13867.0,2999,Debit Card,True
393,vivo,vivo X50 5G,Software Issue,2025-07-13,,Waiting on Parts,Selene Clace,0.0,1938,,False
394,BlackBerry,BlackBerry Curve 8520,Troubleshooting,2025-07-23,2025-07-29,Completed,Katha Buttner,5630.0,1516,Maya,True
395,VK,VK Mobile VK3100,Environmental Damage,2025-05-28,2025-05-30,Completed,Lorilyn Lofty,10732.0,1588,Credit Card,True
396,Samsung,Samsung C520,Diagnostic,2025-08-30,,Diagnosing,Jessi Trinder,13492.0,881,,True
397,LG,LG G Pad X 8.0,Maintenance,2026-04-08,2026-04-22,Ready for Pickup,Rollin Wherry,6565.0,597,Credit Card,False
398,Allview,Allview V1 Viper i4G,Maintenance,2026-01-30,,Diagnosing,Jessi Trinder,6841.0,1509,,False
399,XOLO,XOLO LT900,Hardware Failure,2026-03-17,,Waiting on Parts,Katha Buttner,16993.0,2260,,True
400,Micromax,Micromax Funbook Infinity P275,Troubleshooting,2026-02-24,,Waiting on Parts,Tessy Blei,3269.0,1874,,False
401,Gionee,Gionee W909,Diagnostic,2025-07-10,,Diagnosing,Tessa Lumbley,13520.0,1075,,True
402,alcatel,alcatel OT-292,Troubleshooting,2025-10-19,2025-10-26,Ready for Pickup,Rollin Wherry,18289.0,1416,,False
403,Samsung,Samsung SCH-W699,Diagnostic,2025-09-27,2025-10-11,Ready for Pickup,Chrissy Rudsdell,6316.0,1444,Cash,True
404,Emporia,Emporia Talk Comfort,Diagnostic,2026-01-08,,Waiting on Parts,Lorilyn Lofty,13221.0,741,,True
405,Motorola,Motorola Accompli 009,Hardware Failure,2025-05-14,,Waiting on Parts,Jessi Trinder,,1414,,False
406,Samsung,Samsung Gear S2,Environmental Damage,2025-05-01,2025-05-10,Unrepairable,Calhoun Taye,0.0,469,,False
407,alcatel,alcatel 1v (2019),Troubleshooting,2025-07-03,,Received,Katha Buttner,1031.0,2400,,False
408,Allview,Allview Viva C701,Diagnostic,2025-08-25,,Diagnosing,Tedda Bewlie,13358.0,1215,,True
409,Lava,Lava Iris 504q+,Troubleshooting,2025-08-25,2025-08-28,Unrepairable,Tedda Bewlie,0.0,775,,False
410,Honor,Honor View,Software Issue,2025-09-05,,Diagnosing,Tessy Blei,0.0,2649,,True
411,Samsung,Samsung M600,Hardware Failure,2025-11-05,2025-11-14,Completed,Abran Scrimshire,3955.0,1568,,False
412,Panasonic,Panasonic P66,Diagnostic,2025-05-16,2025-05-24,Unrepairable,Tessa Lumbley,0.0,487,,False
413,Allview,Allview AX4 Nano Plus,Troubleshooting,2026-04-19,,Waiting on Parts,Roseanne Piddlesden,19108.0,2016,,True
414,LG,LG Nitro HD,Maintenance,2026-04-13,,Diagnosing,Juliana Cleminson,7430.0,1326,,False
415,Huawei,Huawei MediaPad M2 10.0,Environmental Damage,2025-07-25,,Waiting on Parts,Osbourne O'Connolly,4029.0,731,,False
416,Huawei,Huawei nova 8 SE,Environmental Damage,2025-09-11,2025-09-18,Completed,Lorilyn Lofty,1131.0,2815,GCash,True
417,Celkon,Celkon Campus Nova A352E,Software Issue,2025-11-15,,Repairing,Lorilyn Lofty,0.0,1449,,True
418,Energizer,Energizer Energy E11,Troubleshooting,2026-03-15,2026-03-21,Completed,Chrissy Rudsdell,5571.0,2747,,True
419,Panasonic,Panasonic A200,Hardware Failure,2025-10-04,2025-10-13,Ready for Pickup,Randal O'Conor,1982.0,1784,Debit Card,False
420,i-mobile,i-mobile Hitz 232CG,Diagnostic,2025-11-28,2025-12-08,Unrepairable,Jessi Trinder,0.0,763,,False
421,Micromax,Micromax X410,Maintenance,2025-09-05,2025-09-08,Ready for Pickup,Roseanne Piddlesden,18122.0,2009,,False
422,Micromax,Micromax A114R Canvas Beat,Software Issue,2025-09-23,2025-09-26,Completed,Osbourne O'Connolly,0.0,2444,Debit Card,False
423,Ericsson,Ericsson T29s,Environmental Damage,2025-09-23,,Repairing,Lorilyn Lofty,17289.0,1473,,False
424,Haier,Haier M2000,Troubleshooting,2025-05-28,2025-06-06,Completed,Lorilyn Lofty,16274.0,2712,PayPal,False
425,Sony,Sony Ericsson T68i,Troubleshooting,2025-10-15,,Waiting on Parts,Florance Cartmill,2702.0,1565,,False
426,alcatel,alcatel Pop D1,Software Issue,2025-06-22,2025-07-05,Completed,Rollin Wherry,0.0,2543,PayPal,False
427,Oppo,Oppo R7 Plus,Hardware Failure,2025-11-04,,Repairing,Randal O'Conor,10233.0,2362,,True
428,verykool,verykool s5015 Spark II,Maintenance,2026-04-10,,Waiting on Parts,Roseanne Piddlesden,1063.0,2746,,False
429,Samsung,Samsung B110,Hardware Failure,2026-04-21,2026-04-24,Completed,Calhoun Taye,8665.0,2847,Maya,True
430,Acer,Acer Iconia Tab A701,Maintenance,2025-06-17,,Diagnosing,Roseanne Piddlesden,16888.0,599,,True
431,Nokia,Nokia 9300i,Diagnostic,2025-11-11,,Received,Idalia Coomer,2457.0,2466,,False
432,vivo,vivo Y31 (2015),Software Issue,2025-08-07,2025-08-21,Ready for Pickup,Tessy Blei,0.0,2865,Credit Card,False
433,Samsung,Samsung Galaxy Tab A 8.0 (2018),Environmental Damage,2025-09-17,2025-09-20,Unrepairable,Chrissy Rudsdell,0.0,570,,True
434,Huawei,Huawei Mate 20 X,Troubleshooting,2026-04-02,,Waiting on Parts,Juliana Cleminson,15261.0,1346,,False
435,Motorola,Motorola FIRE XT,Diagnostic,2025-06-12,,Waiting on Parts,Osbourne O'Connolly,746.0,2840,,True
436,alcatel,alcatel 2001,Diagnostic,2025-05-31,,Diagnosing,Abran Scrimshire,16813.0,1100,,False
437,alcatel,alcatel HC 800,Environmental Damage,2026-04-05,,Received,Florance Cartmill,4119.0,2680,,False
438,Sony,Sony Ericsson J120,Environmental Damage,2025-05-29,,Repairing,Rollin Wherry,3597.0,1862,,False
439,Honor,Honor Pad 5 10.1,Diagnostic,2026-01-13,2026-01-19,Completed,Tessy Blei,4882.0,793,Debit Card,False
440,Samsung,Samsung Galaxy Note10 5G,Software Issue,2025-05-03,2025-05-04,Unrepairable,Chrissy Rudsdell,0.0,489,,True
441,Maxon,Maxon MX-C60,Troubleshooting,2026-02-15,2026-02-20,Ready for Pickup,Opalina Jeannesson,3816.0,2559,Cash,True
442,Motorola,Motorola ROKR E8,Troubleshooting,2025-12-25,,Diagnosing,Selene Clace,13614.0,608,,False
443,BlackBerry,BlackBerry 8800,Troubleshooting,2025-10-04,,Diagnosing,Katha Buttner,4834.0,2311,,False
444,Philips,Philips 530,Troubleshooting,2025-06-12,2025-06-24,Completed,Juliana Cleminson,18824.0,1214,Credit Card,False
445,Celkon,Celkon A402,Software Issue,2026-01-30,,Waiting on Parts,Calhoun Taye,0.0,651,,False
446,Lenovo,Lenovo A269i,Troubleshooting,2026-01-02,,Received,,16293.0,1601,,True
447,Huawei,Huawei Y9a,Software Issue,2025-10-27,2025-10-28,Ready for Pickup,Katha Buttner,0.0,1969,GCash,True
448,alcatel,alcatel OT-255,Troubleshooting,2026-01-04,2026-01-16,Ready for Pickup,Katha Buttner,10553.0,1860,,True
449,BLU,BLU Tattoo,Hardware Failure,2026-01-15,,Diagnosing,Rollin Wherry,7453.0,1207,,True
450,LG,LG F2400,Troubleshooting,2026-01-19,,Diagnosing,Jessi Trinder,18781.0,1645,,False
451,Plum,Plum Dazzle,Maintenance,2026-04-08,2026-04-11,Ready for Pickup,Opalina Jeannesson,11281.0,2286,,False
452,verykool,verykool SL4500 Fusion,Troubleshooting,2026-02-24,2026-02-27,Unrepairable,Osbourne O'Connolly,0.0,745,,True
